id_mesorregiao,id_municipio,v1006,v0408,v4090,v4300,v0439,v4614
1702,1700400,1,4,110,4,1,150
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,410,0,2,151
1702,1700400,1,4,450,0,2,0
1702,1700400,1,4,450,3,2,0
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,450,1,2,0
1702,1700400,1,4,450,1,,
1702,1700400,1,4,450,0,,
1702,1700400,1,4,450,0,,
1702,1700400,1,4,450,0,,
1702,1700400,1,4,110,2,1,150
1702,1700400,1,4,110,6,2,0
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,1,110,4,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,3,1,45
1702,1700400,1,1,110,0,,
1702,1700400,1,4,110,0,1,200
1702,1700400,1,4,110,10,1,50
1702,1700400,1,2,110,3,1,50
1702,1700400,1,4,110,4,1,180
1702,1700400,1,4,110,10,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,4,1,45
1702,1700400,1,2,110,0,2,300
1702,1700400,1,2,110,1,1,150
1702,1700400,1,2,110,5,2,0
1702,1700400,1,2,110,4,2,0
1702,1700400,1,2,110,6,2,0
1702,1700400,1,2,110,0,,
1702,1700400,1,2,110,0,2,151
1702,1700400,1,4,110,4,2,0
1702,1700400,1,2,110,0,2,151
1702,1700400,1,4,110,0,2,151
1702,1700400,1,4,520,7,2,400
1702,1700400,1,4,520,1,2,0
1702,1700400,1,4,110,7,2,0
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,5,1,40
1702,1700400,1,4,110,0,,
1702,1700400,1,1,310,0,2,151
1702,1700400,1,1,310,0,2,151
1702,1700400,1,4,110,0,2,207
1702,1700400,1,2,110,0,2,0
1702,1700400,1,1,110,4,2,50
1702,1700400,1,4,110,4,2,100
1702,1700400,1,4,110,3,2,30
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,1,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,6,1,100
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,1,,
1702,1700400,1,2,110,0,1,50
1702,1700400,1,4,110,5,1,200
1702,1700400,1,1,110,1,2,0
1702,1700400,1,1,110,0,,
1702,1700400,1,1,110,0,,
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,0,1,200
1702,1700400,1,4,110,5,2,0
1702,1700400,1,2,110,4,2,0
1702,1700400,1,2,110,3,1,226
1702,1700400,1,4,110,11,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,5,1,150
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,7,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,1,110,0,,
1702,1700400,1,1,0,8,1,1200
1702,1700400,1,4,520,8,1,540
1702,1700400,1,4,520,7,2,0
1702,1700400,1,4,520,5,2,0
1702,1700400,1,4,520,4,2,0
1702,1700400,1,1,520,2,,
1702,1700400,1,1,520,0,,
1702,1700400,1,4,110,0,2,151
1702,1700400,1,4,110,9,1,251
1702,1700400,1,4,110,0,2,151
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,6,2,0
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,1,2,151
1702,1700400,1,1,110,0,2,120
1702,1700400,1,1,380,0,2,142
1702,1700400,1,4,110,4,1,180
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,8,2,0
1702,1700400,1,4,110,5,1,60
1702,1700400,1,4,110,4,2,35
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,2,110,0,2,0
1702,1700400,1,4,310,9,2,0
1702,1700400,1,4,110,7,1,30
1702,1700400,1,4,310,5,2,0
1702,1700400,1,4,310,4,2,0
1702,1700400,1,4,310,1,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,2,110,5,2,0
1702,1700400,1,4,110,0,2,152
1702,1700400,1,4,110,5,1,100
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,2,1,401
1702,1700400,1,4,110,0,2,0
1702,1700400,1,2,110,2,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,2,151
1702,1700400,1,4,110,0,2,150
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,8,2,0
1702,1700400,1,4,110,9,1,151
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,1,,
1702,1700400,1,1,310,2,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,1,110,0,,
1702,1700400,1,2,310,0,2,150
1702,1700400,1,4,110,1,2,600
1702,1700400,1,2,110,3,2,0
1702,1700400,1,4,110,1,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,6,1,1700
1702,1700400,1,4,110,5,2,304
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,11,1,302
1702,1700400,1,4,110,6,1,450
1702,1700400,1,2,110,6,1,45
1702,1700400,1,1,110,9,1,350
1702,1700400,1,1,110,11,2,427
1702,1700400,1,1,110,0,,
1702,1700400,1,4,310,3,2,0
1702,1700400,1,4,310,6,2,0
1702,1700400,1,1,110,3,2,151
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,2,1,431
1702,1700400,1,4,110,7,2,0
1702,1700400,1,1,110,4,1,45
1702,1700400,1,2,110,2,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,3,1,40
1702,1700400,1,1,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,3,1,250
1702,1700400,1,1,110,5,2,0
1702,1700400,1,1,110,0,,
1702,1700400,1,4,110,1,1,100
1702,1700400,1,4,110,8,1,200
1702,1700400,1,4,110,11,1,184
1702,1700400,1,4,110,5,1,148
1702,1700400,1,4,110,7,2,0
1702,1700400,1,4,110,7,2,50
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,2,110,1,2,151
1702,1700400,1,2,110,0,1,125
1702,1700400,1,2,110,3,1,151
1702,1700400,1,4,110,3,2,236
1702,1700400,1,2,110,3,1,200
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,4,1,45
1702,1700400,1,4,110,1,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,1,110,3,1,451
1702,1700400,1,1,110,11,1,250
1702,1700400,1,2,110,7,1,145
1702,1700400,1,1,110,6,1,50
1702,1700400,1,1,110,3,2,120
1702,1700400,1,9,110,0,,
1702,1700400,1,4,310,4,1,184
1702,1700400,1,4,310,10,2,0
1702,1700400,1,4,310,0,,
1702,1700400,1,2,110,2,2,0
1702,1700400,1,2,110,2,1,151
1702,1700400,1,4,110,3,2,0
1702,1700400,1,2,110,2,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,260,4,1,50
1702,1700400,1,2,110,0,2,151
1702,1700400,1,1,110,3,1,300
1702,1700400,1,4,240,11,2,436
1702,1700400,1,2,110,4,2,751
1702,1700400,1,2,110,11,2,600
1702,1700400,1,2,110,11,1,700
1702,1700400,1,1,110,0,2,0
1702,1700400,1,1,110,0,2,151
1702,1700400,1,2,110,3,1,400
1702,1700400,1,1,110,11,1,400
1702,1700400,1,4,110,0,,
1702,1700400,1,1,110,4,2,1850
1702,1700400,1,4,110,10,2,0
1702,1700400,1,4,110,2,,
1702,1700400,1,1,110,8,2,0
1702,1700400,1,4,240,2,1,301
1702,1700400,1,1,110,6,1,900
1702,1700400,1,1,310,9,2,0
1702,1700400,1,1,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,1,310,0,,
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,1,110,0,2,0
1702,1700400,1,2,310,7,1,151
1702,1700400,1,4,110,3,2,0
1702,1700400,1,1,110,2,,
1702,1700400,1,1,110,0,,
1702,1700400,1,1,110,0,,
1702,1700400,1,2,110,0,2,0
1702,1700400,1,2,110,0,2,0
1702,1700400,1,2,110,3,2,0
1702,1700400,1,2,110,4,1,100
1702,1700400,1,4,110,8,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,320,0,2,151
1702,1700400,1,4,320,0,2,0
1702,1700400,1,4,320,0,2,151
1702,1700400,1,4,320,0,,
1702,1700400,1,4,110,1,1,100
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,380,2,2,0
1702,1700400,1,4,380,2,2,0
1702,1700400,1,4,380,0,2,0
1702,1700400,1,4,380,0,2,0
1702,1700400,1,4,380,0,,
1702,1700400,1,4,380,0,,
1702,1700400,1,4,110,5,1,100
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,8,2,0
1702,1700400,1,4,110,4,1,45
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,4,1,302
1702,1700400,1,4,110,3,1,151
1702,1700400,1,4,110,6,2,0
1702,1700400,1,4,110,4,1,45
1702,1700400,1,4,110,0,1,150
1702,1700400,1,4,110,1,1,80
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,2,151
1702,1700400,1,4,110,4,1,100
1702,1700400,1,4,110,2,1,20
1702,1700400,1,2,110,0,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,1,110,0,,
1702,1700400,1,2,110,0,1,151
1702,1700400,1,2,110,0,1,151
1702,1700400,1,2,110,1,2,0
1702,1700400,1,2,110,0,2,0
1702,1700400,1,2,110,0,,
1702,1700400,1,2,310,0,2,151
1702,1700400,1,2,110,0,2,151
1702,1700400,1,2,110,3,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,10,2,100
1702,1700400,1,4,0,4,2,360
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,8,1,570
1702,1700400,1,4,110,7,1,300
1702,1700400,1,4,110,11,1,100
1702,1700400,1,4,110,7,2,0
1702,1700400,1,4,110,9,1,150
1702,1700400,1,4,110,6,1,210
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,2,1,500
1702,1700400,1,2,110,0,1,450
1702,1700400,1,4,110,3,2,0
1702,1700400,1,2,110,8,2,0
1702,1700400,1,4,310,4,1,250
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,2,110,4,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,2,1,150
1702,1700400,1,1,110,2,2,150
1702,1700400,1,1,110,6,2,0
1702,1700400,1,1,110,6,1,50
1702,1700400,1,1,110,2,1,225
1702,1700400,1,2,110,7,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,2,2,151
1702,1700400,1,2,110,2,1,500
1702,1700400,1,1,310,11,1,800
1702,1700400,1,4,310,11,1,567
1702,1700400,1,2,110,8,2,1436
1702,1700400,1,1,110,11,1,1052
1702,1700400,1,1,110,9,2,0
1702,1700400,1,1,110,3,2,0
1702,1700400,1,4,310,11,1,454
1702,1700400,1,4,310,11,1,436
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,0,2,151
1702,1700400,1,1,110,0,2,151
1702,1700400,1,1,0,14,1,2500
1702,1700400,1,4,110,11,2,0
1702,1700400,1,1,0,0,,
1702,1700400,1,1,110,2,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,310,8,2,150
1702,1700400,1,4,110,6,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,2,310,0,2,151
1702,1700400,1,2,110,3,2,0
1702,1700400,1,2,310,7,1,100
1702,1700400,1,1,110,4,1,4000
1702,1700400,1,1,110,6,1,4000
1702,1700400,1,1,110,6,2,0
1702,1700400,1,1,110,2,,
1702,1700400,1,1,110,0,,
1702,1700400,1,4,110,5,1,100
1702,1700400,1,1,110,1,2,151
1702,1700400,1,1,110,7,1,151
1702,1700400,1,1,110,5,2,0
1702,1700400,1,1,110,1,,
1702,1700400,1,1,610,11,2,151
1702,1700400,1,1,610,4,2,0
1702,1700400,1,1,0,0,,
1702,1700400,1,4,240,8,1,400
1702,1700400,1,1,110,11,1,316
1702,1700400,1,1,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,2,110,4,2,0
1702,1700400,1,2,110,4,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,2,110,1,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,380,3,2,151
1702,1700400,1,2,380,0,1,336
1702,1700400,1,4,110,3,1,150
1702,1700400,1,4,0,5,2,0
1702,1700400,1,2,110,0,2,151
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,240,9,1,184
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,10,2,0
1702,1700400,1,4,310,0,2,0
1702,1700400,1,2,310,0,2,0
1702,1700400,1,2,110,7,2,0
1702,1700400,1,2,110,4,2,0
1702,1700400,1,2,110,1,,
1702,1700400,1,2,110,1,1,500
1702,1700400,1,2,110,2,2,0
1702,1700400,1,2,110,2,2,0
1702,1700400,1,2,0,0,,
1702,1700400,1,2,110,0,1,200
1702,1700400,1,2,110,3,2,0
1702,1700400,1,2,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,310,0,2,151
1702,1700400,1,4,310,1,2,0
1702,1700400,1,4,310,0,,
1702,1700400,1,2,310,0,2,0
1702,1700400,1,2,110,0,2,0
1702,1700400,1,2,110,0,2,151
1702,1700400,1,4,110,10,1,258
1702,1700400,1,1,110,7,2,0
1702,1700400,1,1,110,4,2,0
1702,1700400,1,2,110,4,1,500
1702,1700400,1,2,110,11,2,0
1702,1700400,1,2,110,0,,
1702,1700400,1,2,0,0,,
1702,1700400,1,2,310,1,2,151
1702,1700400,1,4,310,1,2,0
1702,1700400,1,4,0,7,1,250
1702,1700400,1,4,310,7,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,5,2,0
1702,1700400,1,4,110,7,2,0
1702,1700400,1,1,110,1,1,0
1702,1700400,1,1,110,0,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,0,0,2,0
1702,1700400,1,4,310,11,2,282
1702,1700400,1,4,310,7,2,0
1702,1700400,1,4,310,8,2,0
1702,1700400,1,4,310,4,2,0
1702,1700400,1,4,310,0,,
1702,1700400,1,1,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,1,310,0,,
1702,1700400,1,4,310,5,2,0
1702,1700400,1,4,240,11,1,350
1702,1700400,1,4,110,8,2,0
1702,1700400,1,4,110,4,1,280
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,4,2,300
1702,1700400,1,1,110,5,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,1,0,3,1,3600
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,11,1,470
1702,1700400,1,1,110,6,2,0
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,310,0,2,0
1702,1700400,1,4,110,5,1,151
1702,1700400,1,2,110,2,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,1,110,4,1,400
1702,1700400,1,2,240,2,1,180
1702,1700400,1,1,0,7,2,0
1702,1700400,1,1,0,4,2,0
1702,1700400,1,1,0,4,2,0
1702,1700400,1,1,0,0,,
1702,1700400,1,4,0,0,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,1,110,11,1,451
1702,1700400,1,1,110,9,1,286
1702,1700400,1,1,110,0,2,0
1702,1700400,1,1,110,4,2,0
1702,1700400,1,2,310,4,1,581
1702,1700400,1,4,310,0,2,151
1702,1700400,1,4,310,5,1,1000
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,3,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,310,11,2,622
1702,1700400,1,2,310,11,2,0
1702,1700400,1,4,310,1,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,310,0,,
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,0,2,0
1702,1700400,1,4,110,0,2,151
1702,1700400,1,2,110,0,2,151
1702,1700400,1,4,110,3,1,100
1702,1700400,1,4,110,1,2,0
1702,1700400,1,4,110,1,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,1,110,4,1,3000
1702,1700400,1,4,110,4,1,381
1702,1700400,1,4,110,3,1,1040
1702,1700400,1,4,491,11,1,209
1702,1700400,1,4,0,10,1,2500
1702,1700400,1,4,0,4,2,0
1702,1700400,1,4,0,1,1,700
1702,1700400,1,4,850,15,1,500
1702,1700400,1,4,0,3,2,151
1702,1700400,1,4,850,1,2,0
1702,1700400,1,4,850,5,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,7,1,402
1702,1700400,1,4,110,13,2,0
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,5,1,320
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,4,110,4,1,151
1702,1700400,1,4,110,4,2,0
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,4,0,0,,
1702,1700400,1,1,110,7,1,150
1702,1700400,1,1,110,4,2,151
1702,1700400,1,1,110,6,1,250
1702,1700400,1,4,110,4,2,0
1702,1700400,1,1,110,0,,
1702,1700400,1,4,491,3,1,450
1702,1700400,1,4,491,4,2,0
1702,1700400,1,4,491,0,,
1702,1700400,1,1,110,10,1,1000
1702,1700400,1,1,110,10,2,0
1702,1700400,1,4,110,1,1,400
1702,1700400,1,1,110,11,1,280
1702,1700400,1,1,0,2,2,151
1702,1700400,1,4,110,4,1,300
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,0,,
1702,1700400,1,1,110,11,1,1630
1702,1700400,1,4,110,11,1,650
1702,1700400,1,4,110,6,2,0
1702,1700400,1,1,110,3,,
1702,1700400,1,4,110,0,,
1702,1700400,1,4,110,3,2,151
1702,1700400,1,4,110,1,,
1702,1700400,1,4,110,2,2,0
1702,1700400,1,4,110,11,1,151
1702,1700400,1,4,110,1,2,231
1702,1700400,1,4,110,1,2,151
1702,1700400,1,4,110,9,1,100
1702,1700400,1,1,310,3,1,1600
1702,1700400,1,4,310,7,1,300
1702,1700400,1,1,310,0,,
1702,1700400,1,4,310,2,2,0
1702,1700400,1,2,110,3,2,151
1702,1700400,1,4,110,6,2,0
1702,1700400,1,4,110,5,2,0
1702,1700400,1,4,110,4,1,281
1702,1700400,1,4,110,0,2,0
